trade_date,close,high,low,open,vol,MA5,MA15,MA30,MA60,MA120,DIF,DEA,MACD,ATR,BOLL_MID,BOLL_UP,BOLL_LOW,RSI,K,D,J,SAR,WILLR,BIAS5,BIAS15,BIAS30,BIAS60,BIAS120,Pct_Change
,340.75,341.16,339.09,339.09,24303,338.256,334.991667,334.991667,334.991667,334.991667,3.090306,2.109952,1.960707,4.295,334.991667,362.519078,321.858922,82.339791,92.192328,89.403935,97.769115,332.759872,-2.652005,0.737311,1.718948,1.718948,1.718948,1.718948,0.599315
,339.7,339.76,337.99,339.22,28676,338.848,335.353846,335.353846,335.353846,335.353846,3.189715,2.325905,1.727621,4.295,335.353846,362.519078,321.858922,82.339791,90.171914,89.698751,91.11824,333.93589,-9.443726,0.25144,1.29599,1.29599,1.29599,1.29599,-0.308144
,353.35,354.89,352.77,354.09,30334,342.472,336.639286,336.639286,336.639286,336.639286,4.320138,2.724751,3.190774,4.295,336.639286,362.519078,321.858922,82.339791,91.112562,90.215377,92.906931,334.947265,-5.275779,3.176318,4.963982,4.963982,4.963982,4.963982,4.018251
,355.1,355.77,354.13,354.33,28320,345.524,337.87,337.87,337.87,337.87,5.296167,3.239034,4.114264,4.232143,337.87,362.519078,321.858922,83.075458,93.186312,91.267252,97.024431,338.138103,-2.471413,2.771443,5.099595,5.099595,5.099595,5.099595,0.49526
,354.14,355.9,354.06,354.99,28190,348.608,339.658667,338.886875,338.886875,338.886875,5.923925,3.776012,4.295825,4.023571,338.886875,362.519078,321.858922,78.945995,92.804764,91.800565,94.813162,341.311844,-6.461087,1.586883,4.263496,4.500949,4.500949,4.500949,-0.270346
,356.9,357.9,356.13,357.13,30894,351.838,341.322,339.946471,339.946471,339.946471,6.56842,4.334494,4.467852,4.085714,339.946471,362.519078,321.858922,79.621212,93.854785,92.503592,96.557169,344.229476,-3.419973,1.43873,4.564019,4.987117,4.987117,4.987117,0.779353
,358.62,358.91,358.13,358.52,22304,355.622,343.000667,340.983889,340.983889,340.983889,7.13572,4.894739,4.481962,3.887857,340.983889,362.519078,321.858922,86.996337,95.507122,93.522437,99.476491,346.96358,-1.002766,0.84303,4.553733,5.172124,5.172124,5.172124,0.481928
,353.38,354.69,353.13,353.17,29754,355.628,344.536667,341.636316,341.636316,341.636316,7.080862,5.331964,3.497797,4.084286,341.636316,362.519078,321.858922,75.427196,88.828533,91.939502,82.606594,349.352864,-21.90099,-0.632121,2.566732,3.437481,3.437481,3.437481,-1.461157
,352.69,352.69,351.16,351.34,28638,355.146,345.899333,342.189,342.189,342.189,6.902146,5.646,2.512291,3.949286,342.189,362.519078,321.858922,71.48836,82.593529,88.79998,70.180625,351.16,-24.633663,-0.691547,1.963192,3.068772,3.068772,3.068772,-0.195257
,357.79,357.93,356.27,356.27,31227,355.876,347.334667,342.931905,342.931905,342.931905,7.090306,5.934861,2.31089,4.193571,343.713,363.916113,323.509887,74.365005,86.631859,88.073541,83.748497,351.16,-4.435644,0.537828,3.010161,4.332666,4.332666,4.332666,1.446029
,355.19,355.21,352.48,353.57,31489,355.534,348.542667,343.489091,343.489091,343.489091,6.949517,6.137792,1.623449,4.311429,344.875,364.902013,324.847987,70.596115,75.048227,83.716845,57.710989,352.48,-14.73851,-0.096756,1.907179,3.406486,3.406486,3.406486,-0.726683
,353.25,354.19,352.95,353.21,25173,354.46,349.643333,343.913478,343.913478,343.913478,6.605257,6.231285,0.747944,4.252143,345.8655,365.466228,326.264772,69.924812,58.984715,75.453932,26.04628,352.48,-24.86819,-0.341364,1.031527,2.714788,2.714788,2.714788,-0.546187
,352.68,353.3,351.54,351.94,23928,354.32,350.806667,344.27875,344.27875,344.27875,6.214795,6.227987,-0.026385,4.026429,346.9825,365.366349,328.598651,65.590092,45.840767,65.567826,6.386648,351.54,-27.372583,-0.462858,0.534007,2.440246,2.440246,2.440246,-0.161359
,350.45,351.93,350.04,351.59,23040,353.872,351.514,344.5256,344.5256,344.5256,5.660161,6.114422,-0.908522,3.951429,347.8925,364.960494,330.824506,63.868527,32.087326,54.396321,-12.530663,350.04,-40.439771,-0.967016,-0.302691,1.719582,1.719582,1.719582,-0.632301
,352.26,352.78,351.31,351.31,24791,352.766,352.416667,344.823077,344.823077,344.823077,5.305503,5.952638,-1.29427,3.943571,348.6925,364.945195,332.439805,63.679582,29.732686,46.169543,-3.141028,350.04,-31.787763,-0.143438,-0.044455,2.156736,2.156736,2.156736,0.516479
,350.86,352.43,350.06,352.43,35739,351.9,353.090667,345.046667,345.046667,345.046667,4.855495,5.73321,-1.75543,3.915714,349.382,364.70189,334.06211,63.154173,23.283182,38.537313,-7.22508,350.06,-90.755355,-0.295539,-0.631755,1.684796,1.684796,1.684796,-0.397434
,353.42,354.11,353.04,353.04,29358,351.934,354.005333,345.345714,345.345714,345.345714,4.651807,5.516929,-1.730243,3.062857,350.216,364.413068,336.018932,50.111714,29.803761,35.625253,18.160777,350.06,-61.894025,0.422238,-0.165346,2.33803,2.33803,2.33803,0.729636
,353.83,354.69,353.82,354.19,20580,352.164,354.037333,345.638276,345.638276,345.638276,4.471918,5.307927,-1.672018,2.980714,351.146,363.530857,338.761143,47.882628,35.882222,35.710927,36.224813,351.83,-57.271702,0.473075,-0.058563,2.370028,2.370028,2.370028,0.116009
,355.68,355.86,353.44,354.01,26223,353.21,354.076,345.973,345.973,345.973,4.427595,5.13186,-1.408531,3.022143,351.938,363.25881,340.61719,52.493523,56.226606,42.550401,83.579017,353.246,-36.414882,0.699301,0.45301,2.80571,2.80571,2.80571,0.52285
,358.31,358.53,357.89,358.34,17910,354.42,354.354,347.006333,346.370968,346.370968,4.552213,5.015931,-0.927436,2.957143,352.9175,362.709677,343.125323,52.292683,69.955199,51.686148,106.493303,353.44,-6.764374,1.097568,1.116398,3.257481,3.446892,3.446892,0.739429
,362.54,362.56,361.42,361.82,25240,356.756,354.73,348.026,346.87625,346.87625,4.935407,4.999826,-0.128839,3.117143,354.007,362.907221,345.106779,55.892965,79.917477,61.09715,117.55813,354.534,-0.159744,1.621276,2.201675,4.170378,4.515659,4.515659,1.180542
,362.28,363.15,361.96,362.49,23105,358.528,354.974,348.987333,347.34303,347.34303,5.158645,5.03159,0.25411,2.81,355.136,361.856365,348.415635,65.735502,84.399777,68.865,115.469331,356.1392,-6.636156,1.046501,2.058179,3.808925,4.300351,4.300351,-0.071716
,360.96,362.84,360.88,361.59,20707,359.954,355.479333,350.008,347.743529,347.743529,5.16946,5.059164,0.220592,2.791429,355.5165,362.659539,348.373461,64.303009,84.023065,73.917821,104.233552,357.54136,-16.704805,0.27948,1.541768,3.129071,3.800637,3.800637,-0.364359
,361.91,362.0,360.32,360.47,20978,361.2,356.094,350.996667,348.148286,348.148286,5.194805,5.086292,0.217026,2.537143,355.857,363.54491,348.16909,58.319871,86.191121,78.008993,102.555377,358.663088,-9.458429,0.196567,1.633277,3.109241,3.952831,3.952831,0.263187
,364.78,364.94,363.9,364.22,19413,362.494,356.56,351.947333,348.610278,348.610278,5.384408,5.145915,0.476986,2.374286,356.389,364.994447,347.783553,69.157012,90.34595,82.121361,106.79513,359.56047,-1.073826,0.630631,2.305362,3.646189,4.638338,4.638338,0.793015
,349.9,351.69,348.86,348.86,52847,359.966,356.207333,352.375,348.645135,348.645135,4.284589,4.97365,-1.378123,3.351429,356.039,365.113559,346.964441,45.588623,62.386302,75.542956,36.072994,348.86,-93.532338,-2.796375,-1.770692,-0.702377,0.359926,0.359926,-4.079171
,350.53,351.79,350.44,350.87,24181,357.616,356.026,352.834667,348.694737,348.694737,3.424336,4.663787,-2.478903,3.360714,355.6345,364.942858,346.326142,47.173284,45.052635,65.379463,4.398979,348.86,-89.614428,-1.981455,-1.543707,-0.653186,0.526324,0.526324,0.180051
,348.88,350.42,348.67,349.73,26183,355.2,355.772667,353.289667,348.699487,348.699487,2.579701,4.24697,-3.334538,3.305,355.4095,365.154613,345.664387,47.903872,30.465279,53.741361,-16.086885,348.67,-98.709281,-1.779279,-1.937379,-1.248173,0.051767,0.051767,-0.470716
,346.83,348.92,346.78,348.5,25192,352.184,355.531333,353.522667,348.65275,348.65275,1.725018,3.74258,-4.035122,3.291429,355.1165,365.535,344.698,42.796498,20.40194,42.628195,-24.050571,346.78,-99.72467,-1.520228,-2.447417,-1.893137,-0.522798,-0.522798,-0.587595
,341.34,342.63,341.26,341.99,27653,347.496,354.803333,353.61,348.47439,348.47439,0.597789,3.113621,-5.031665,3.52,354.294,366.300171,342.287829,38.606989,13.713895,32.99008,-24.838474,341.26,-99.662162,-1.771531,-3.79459,-3.469924,-2.047321,-2.047321,-1.582908
,344.67,344.74,343.38,343.67,17687,346.45,354.390667,353.740667,348.38381,348.38381,-0.02654,2.485589,-5.024258,3.530714,353.768,366.508228,341.027772,39.717979,13.94271,26.64095,-11.453771,341.26,-85.599662,-0.513783,-2.742924,-2.564214,-1.066011,-1.066011,0.975567
,347.78,348.31,346.35,346.74,23504,345.9,354.014667,354.01,348.369767,348.369767,-0.267293,1.935013,-4.404611,3.7,353.4945,366.513357,340.475643,43.314917,18.473071,23.918322,7.582569,343.38,-72.466216,0.54351,-1.761132,-1.759837,-0.169294,-0.169294,0.902312
,347.98,349.67,347.32,349.23,27753,345.72,353.624667,353.831,348.360909,348.360909,-0.436916,1.460627,-3.795086,3.695,353.2595,366.507914,340.011086,41.169725,21.774842,23.203828,18.916868,346.35,-71.621622,0.653708,-1.596231,-1.653614,-0.109343,-0.109343,0.057508
,347.62,348.17,347.39,347.45,18188,345.878,353.087333,353.581667,348.344444,348.344444,-0.593551,1.049791,-3.286685,3.547143,353.118,366.551912,339.684088,37.067505,34.649518,27.019059,49.910437,347.32,-73.141892,0.503646,-1.548437,-1.686079,-0.207968,-0.207968,-0.103454
,341.42,343.36,341.21,342.7,35963,345.894,351.961333,353.157667,348.193913,348.193913,-1.204093,0.599014,-3.606215,3.701429,352.576,366.994295,338.157705,25.612009,23.761302,25.93314,19.417627,341.21,-99.115044,-1.29346,-2.995026,-3.323634,-1.945443,-1.945443,-1.783557
,337.43,338.16,335.26,335.29,36549,344.446,350.287333,352.508667,347.964894,347.964894,-1.987007,0.08181,-4.137634,4.056429,351.9045,367.831324,335.977676,23.580693,20.612196,24.159492,13.517604,335.26,-92.688679,-2.036894,-3.67051,-4.277531,-3.027574,-3.027574,-1.168649
,340.8,341.01,339.23,339.24,25491,343.05,348.855333,351.914667,347.815625,347.815625,-2.308925,-0.396337,-3.825177,4.172143,351.2735,367.930742,334.616258,29.462103,26.556639,24.958541,29.752835,335.26,-81.334232,-0.655881,-2.309076,-3.158341,-2.017053,-2.017053,0.998726
,340.99,341.39,340.15,340.42,19196,341.652,347.524,351.501667,347.676327,347.676327,-2.519671,-0.821004,-3.397335,4.140714,350.6315,367.854031,333.408969,28.352649,30.959111,26.958731,38.95987,339.23,-80.69407,-0.193764,-1.880158,-2.990503,-1.923147,-1.923147,0.055751
,338.59,341.33,338.44,341.11,28165,339.846,345.969333,351.031667,347.4946,347.4946,-2.847524,-1.226308,-3.242433,4.130714,349.777,367.629206,331.924794,22.633229,28.342391,27.419951,30.187271,338.44,-79.854809,-0.369579,-2.132944,-3.544315,-2.562515,-2.562515,-0.703833
,338.65,339.47,337.63,338.82,24562,339.292,344.227333,350.393667,347.321176,347.321176,-3.067152,-1.594477,-2.945351,3.125,348.794,366.831991,330.756009,32.970027,26.736704,27.192202,25.825708,337.63,-79.491833,-0.189218,-1.620247,-3.351564,-2.496587,-2.496587,0.017721
,338.06,339.23,337.39,338.47,23977,339.418,343.438,349.822667,347.143077,347.143077,-3.251338,-1.925849,-2.650978,3.121429,347.57,364.992345,330.147655,31.100333,24.301453,26.228619,20.447121,337.39,-81.530343,-0.400097,-1.56593,-3.362466,-2.616523,-2.616523,-0.174221
,337.23,338.02,336.31,337.66,27033,338.704,342.551333,349.288667,346.956038,346.956038,-3.424802,-2.22564,-2.398324,3.113571,346.3175,362.867026,329.767974,31.893068,21.287465,24.581567,14.699259,336.31,-86.328938,-0.435188,-1.553441,-3.45235,-2.803248,-2.803248,-0.245519
,340.77,342.79,340.15,340.81,20848,338.66,342.010667,348.891667,346.841481,346.841481,-3.239284,-2.428368,-1.621831,3.357857,345.308,360.504624,330.111376,40.998217,36.86654,28.676558,53.246504,336.31,-61.762665,0.623044,-0.362757,-2.327848,-1.750506,-1.750506,1.049729
,345.84,345.94,345.07,345.65,22570,340.11,341.944667,348.738,346.823273,346.823273,-2.652576,-2.47321,-0.358732,3.329286,344.5045,357.552564,331.456436,56.768953,57.598917,38.317345,96.162062,340.15,-26.578765,1.684749,1.139171,-0.830996,-0.283508,-0.283508,1.487807
,342.43,344.19,342.38,344.16,18328,340.866,342.017333,348.410333,346.744821,346.744821,-2.434698,-2.465508,0.061619,3.333571,343.387,352.29505,334.47895,46.638655,59.583079,45.405923,87.937391,342.38,-50.242887,0.458831,0.120657,-1.716463,-1.244379,-1.244379,-0.986005
,340.03,340.21,338.66,340.21,22579,341.26,341.708,348.049333,346.627018,346.627018,-2.427704,-2.457947,0.060486,3.342857,342.8935,351.365222,334.421778,38.117142,52.59848,47.803442,62.188557,338.66,-66.897988,-0.360429,-0.491063,-2.304079,-1.903204,-1.903204,-0.700873
,340.34,340.46,339.77,340.05,17465,341.882,341.212,347.613333,346.518621,346.518621,-2.369828,-2.440323,0.14099,3.224286,342.384,350.11528,334.65272,38.325183,49.015117,48.207334,50.630684,338.66,-60.650658,-0.451033,-0.25556,-2.092363,-1.783056,-1.783056,0.091168
,333.18,333.5,332.03,332.03,22837,340.364,340.225333,346.925,346.292542,346.292542,-2.868645,-2.525987,-0.685316,3.762143,341.599,349.730956,333.467044,31.730769,35.432556,43.949074,18.399519,332.03,-91.732566,-2.110682,-2.070784,-3.961951,-3.786551,-3.786551,-2.103779
,334.47,334.47,332.84,333.93,14773,338.09,339.348667,346.218,346.0955,346.0955,-3.123859,-2.645562,-0.956595,3.420714,340.981,349.315231,332.646769,39.959549,29.468816,39.122322,10.161805,332.03,-82.458663,-1.070721,-1.437656,-3.393238,-3.359044,-3.359044,0.387178
,336.49,336.82,334.81,335.81,23840,336.902,339.02,345.490667,346.2485,345.938033,-3.127075,-2.741864,-0.77042,3.148571,340.7385,349.307677,332.169323,48.560049,30.333632,36.192758,18.615379,332.84,-67.936736,-0.122291,-0.746269,-2.605184,-2.818352,-2.731134,0.603941
,337.66,339.47,336.78,336.78,41095,336.428,339.035333,344.661333,346.343667,345.804516,-3.000624,-2.793616,-0.414015,3.105714,340.388,348.852909,331.923091,44.842313,33.713914,35.366477,30.408789,334.81,-59.525521,0.3662,-0.405661,-2.031366,-2.50724,-2.355237,0.347707
,340.02,340.05,338.7,339.12,29685,336.364,338.983333,343.919333,346.453333,345.712698,-2.679096,-2.770712,0.183233,3.187857,340.0,347.716593,332.283407,48.512726,41.62284,37.451931,49.964656,336.78,-42.55931,1.086918,0.305816,-1.133793,-1.856912,-1.646656,0.698928
,339.32,339.79,338.96,339.73,19893,337.592,338.872,343.198,346.603,345.612812,-2.452496,-2.707069,0.509147,3.057143,339.567,346.308464,332.825536,51.180848,47.732112,40.878658,61.439021,338.7,-47.591661,0.51186,0.132203,-1.12996,-2.101251,-1.820769,-0.20587
,342.54,342.99,342.09,342.78,22421,339.206,339.135333,342.552333,346.7745,345.565538,-1.990145,-2.563684,1.147078,3.187857,339.313,345.09086,333.53514,55.708835,63.786128,48.514482,94.329422,338.96,-24.442847,0.982884,1.003926,-0.0036,-1.221111,-0.875532,0.948957
,335.75,338.42,335.58,338.2,32931,339.058,338.942,341.584667,346.766,345.416818,-2.146877,-2.480323,0.666891,3.553571,339.0295,344.927234,333.131766,47.13186,53.837954,50.288973,60.935918,335.58,-73.25665,-0.975644,-0.941754,-1.708117,-3.176782,-2.798595,-1.98225
,336.2,337.63,336.2,337.56,21938,338.766,338.818,341.128,346.7515,345.279254,-2.20931,-2.42612,0.43362,3.562857,338.968,344.960847,332.975153,48.70895,48.574451,49.717465,46.288423,335.58,-70.021567,-0.757455,-0.772686,-1.444619,-3.042957,-2.629539,0.134028
,338.3,338.38,337.1,337.45,26365,338.422,338.889333,340.720333,346.7775,345.176618,-2.065526,-2.354001,0.576951,3.321429,338.843,344.778975,332.907025,46.788036,50.314002,49.916311,51.109384,336.2,-54.924515,-0.03605,-0.173901,-0.710358,-2.444651,-1.992203,0.624628
,335.84,335.92,334.98,335.75,23100,337.726,338.560667,340.285667,346.787667,345.041304,-2.125575,-2.308316,0.365482,3.189286,338.5855,344.575883,332.595117,36.049107,37.739897,45.857506,21.504678,334.98,-68.667763,-0.558441,-0.803598,-1.306451,-3.156879,-2.666725,-0.727165
,336.22,336.93,335.69,335.76,19847,336.462,337.919333,339.932,346.727333,344.915286,-2.118086,-2.27027,0.304369,3.030714,338.467,344.550057,332.383943,40.536422,30.320148,40.678387,9.60367,334.98,-61.770073,-0.071925,-0.502881,-1.091983,-3.030431,-2.520992,0.113149
,335.87,336.39,335.62,335.62,15608,336.486,337.482,339.749667,346.679833,344.787887,-2.116,-2.239416,0.246832,2.816429,338.328,344.519531,332.136469,43.237971,23.917136,35.091303,1.568801,335.62,-64.963504,-0.183069,-0.477655,-1.141919,-3.118103,-2.586485,-0.104099
,335.02,335.92,334.78,335.28,22492,336.25,337.148,339.428,346.584333,344.652222,-2.158059,-2.223145,0.130172,2.848571,338.176,344.542036,331.809964,41.501597,16.919178,29.033928,-7.310321,334.78,-72.718978,-0.365799,-0.631177,-1.298655,-3.336658,-2.794766,-0.253074
,336.17,336.49,335.94,336.45,14630,335.824,336.87,339.041,346.5255,344.536027,-2.074679,-2.193452,0.237544,2.36,338.123,344.539646,331.706354,55.911427,16.922976,24.996944,0.775041,334.78,-67.192118,0.10303,-0.207795,-0.8468,-2.98838,-2.428201,0.343263
,337.93,337.94,336.42,336.45,22570,336.242,337.186667,338.706,346.2685,344.446757,-1.845312,-2.123824,0.557023,2.37,337.981,344.275539,331.686461,56.715839,40.128138,30.040676,60.303063,335.94,-61.632156,0.502019,0.220452,-0.229107,-2.408102,-1.891949,0.523545
,338.15,339.31,338.14,339.26,21211,336.628,337.432,338.390333,345.986,344.3628,-1.627029,-2.024465,0.794872,2.300714,337.5965,342.695698,332.497302,53.464107,51.549737,37.210363,80.228487,336.42,-58.952497,0.452131,0.212784,-0.071023,-2.264832,-1.804144,0.065102
,338.11,339.89,337.92,339.86,21924,337.076,337.54,338.28,345.718833,344.280526,-1.440659,-1.907703,0.93409,2.228571,337.3805,341.956789,332.804211,50.985545,56.088605,43.50311,81.259595,337.92,-59.439708,0.306756,0.168869,-0.050254,-2.200873,-1.792296,-0.011829
,335.87,338.06,335.77,337.83,18077,337.246,337.420667,338.228,345.368333,344.171299,-1.456914,-1.817545,0.721263,2.225,337.1725,341.618029,332.726971,40.863056,44.502645,43.836288,45.835357,335.77,-86.723508,-0.408011,-0.459565,-0.697163,-2.750204,-2.411967,-0.662506
,334.52,335.02,334.17,334.52,18195,336.916,337.054,338.018667,344.966667,344.047564,-1.560739,-1.766184,0.410891,2.270714,336.8815,341.214532,332.548468,39.726027,31.708057,39.793545,15.537081,334.17,-96.031746,-0.711156,-0.751808,-1.035051,-3.028312,-2.769258,-0.401941
,335.26,335.74,334.17,335.32,25101,336.382,336.783333,337.827667,344.664667,343.936329,-1.565265,-1.726,0.32147,2.120714,336.9855,341.035033,332.935967,32.56705,27.490686,35.692592,11.086874,334.17,-80.944056,-0.333549,-0.452319,-0.760052,-2.728643,-2.522656,0.221212
,333.58,335.24,333.49,334.89,22986,335.468,336.186,337.660667,344.346167,343.806875,-1.684991,-1.717799,0.065615,1.75,336.941,341.124274,332.757726,43.119848,18.795874,30.060352,-3.733083,333.49,-98.59375,-0.562796,-0.775166,-1.208511,-3.126553,-2.974599,-0.501104
,325.91,328.37,325.55,328.01,38792,333.028,335.53,337.236,343.814833,343.585926,-2.371443,-1.848527,-1.045831,2.189286,336.412,342.884724,329.939276,27.620705,13.367403,24.496036,-8.889864,325.55,-97.48954,-2.137358,-2.867106,-3.358479,-5.207697,-5.144543,-2.299299
,326.41,326.82,325.81,326.36,23399,331.136,334.877333,336.847667,343.335167,343.376463,-2.842351,-2.047292,-1.590117,2.105714,335.8495,343.678745,328.020255,22.206639,10.910672,19.967581,-7.203146,325.55,-94.002789,-1.427208,-2.528488,-3.098631,-4.929634,-4.941068,0.153417
,324.17,326.04,323.91,326.0,31382,329.066,333.935333,336.412333,342.8505,343.14506,-3.357593,-2.309352,-2.096482,2.047143,335.057,344.206261,325.907739,22.437411,7.816126,15.917096,-8.385814,323.91,-98.372966,-1.487847,-2.924319,-3.639086,-5.448585,-5.529749,-0.686253
,322.89,324.91,322.59,324.6,27340,326.592,333.072,335.816333,342.354,342.903929,-3.825118,-2.612506,-2.425226,2.124286,334.2355,344.637758,323.833242,19.800634,5.788785,12.540993,-7.715629,322.59,-98.265896,-1.133524,-3.056997,-3.849227,-5.685343,-5.836599,-0.394855
,318.91,319.28,317.31,318.98,36146,323.658,331.918,334.918667,341.828333,342.621647,-4.465315,-2.983067,-2.964495,2.467857,333.054,344.769671,321.338329,17.003891,6.429471,10.503819,-1.719224,317.31,-92.914083,-1.466981,-3.91904,-4.779867,-6.704632,-6.920651,-1.232618
,313.96,316.77,313.74,315.79,37375,321.268,330.457333,333.969667,341.19,342.288372,-5.310878,-3.44863,-3.724497,2.755714,331.9645,346.368759,317.560241,14.66443,4.619648,8.542428,-3.225914,313.74,-99.1587,-2.274736,-4.992273,-5.991462,-7.98089,-8.276171,-1.552162
,318.32,318.95,316.54,316.96,31715,319.65,329.344,333.246,340.647667,342.012874,-5.565028,-3.871909,-3.386237,3.007143,331.0705,346.547416,315.593584,22.962739,10.019159,9.034672,11.988133,313.74,-82.48566,-0.41608,-3.34726,-4.478973,-6.554475,-6.92748,1.388712
,323.18,323.74,321.5,322.99,38137,319.452,328.478,332.674,340.143667,341.798864,-5.313036,-4.160135,-2.305803,3.267857,330.3145,345.781643,314.847357,29.576295,21.315098,13.128147,37.689,316.54,-63.900574,1.166998,-1.612893,-2.853845,-4.987206,-5.447316,1.526766
,327.52,327.97,326.95,326.97,25000,320.378,327.784,332.485333,339.705167,341.638427,-4.708849,-4.269877,-0.877942,3.511429,329.8985,345.186414,314.610586,36.788466,45.606739,23.954345,88.911528,321.5,-47.304015,2.229242,-0.080541,-1.493399,-3.586983,-4.132564,1.342905
,325.25,327.02,325.15,326.45,21027,321.646,326.924,332.178,339.198,341.456333,-4.362903,-4.288482,-0.148841,3.54,329.35,344.469187,314.230813,34.856335,57.36631,35.091667,101.915598,325.15,-52.672697,1.120486,-0.512046,-2.085629,-4.112053,-4.746239,-0.693087
,320.01,320.53,318.92,319.62,31868,322.856,325.717333,331.628667,338.559667,341.220659,-4.460149,-4.322816,-0.274666,3.825,328.557,343.898377,313.215623,32.556093,52.931487,41.038273,76.717915,318.92,-71.5,-0.881508,-1.752235,-3.503517,-5.478995,-6.216112,-1.611068
,321.39,321.46,319.29,320.26,32712,323.47,324.752,331.086333,337.873833,341.005109,-4.375425,-4.333338,-0.084175,3.858571,327.8755,343.218981,312.532019,35.568257,53.207546,45.094698,69.433242,318.92,-65.227273,-0.643027,-1.035252,-2.928642,-4.878695,-5.752145,0.431237
,321.73,322.75,318.84,320.32,39352,323.18,323.899333,330.476667,337.198,340.797849,-4.232061,-4.313082,0.162042,4.025714,327.1535,342.20988,312.09712,34.996673,54.188024,48.125806,66.31246,318.84,-62.837209,-0.448666,-0.669755,-2.646682,-4.587216,-5.595062,0.10579
,326.28,326.61,323.64,323.76,26486,322.932,323.300667,330.042,336.62,340.643404,-3.708548,-4.192175,0.967255,4.247857,326.571,340.747654,312.394346,42.389491,65.49991,53.917174,88.665382,318.84,-14.285714,1.036751,0.921536,-1.139855,-3.071713,-4.216551,1.414229
,325.48,325.95,324.14,324.48,24559,322.978,322.760667,329.473333,336.012833,340.483789,-3.319943,-4.017729,1.395573,3.827143,325.9375,339.026135,312.848865,49.476758,69.738348,59.190899,90.833246,323.64,-17.498243,0.774666,0.842523,-1.212035,-3.134652,-4.406609,-0.245188
,319.85,320.78,318.88,320.3,31767,322.946,322.356667,328.943333,335.264,340.268854,-3.426762,-3.899536,0.945546,4.226429,325.0245,337.041596,313.007404,42.903505,50.179709,56.187169,38.164789,318.88,-57.062544,-0.958674,-0.777607,-2.764407,-4.597571,-6.0008,-1.729753
